algorithm,snr_db,rsr_db,n_ok,n_failed,nmse_linear,nmse_db,se_linear,se_db,nmse_db_ci95_low,nmse_db_ci95_high,total_error_energy,total_expected_symbol_energy
biased_gs,3.0,12.0,500,0,0.1320371843316947,-8.793037454917267,0.005117490884238734,0.16832364787724258,-9.122945742503063,-8.46312916733147,198.05577649754207,1500.0
biased_gs,3.0,13.0,500,0,0.13219140776587218,-8.787967723930342,0.0043345387665237245,0.1424045858737709,-9.067075583476274,-8.508859864384409,198.28711164880826,1500.0
biased_gs,3.0,14.0,500,0,0.13608093201398788,-8.662027249161673,0.004731619176440605,0.1510069095194422,-8.957995353236479,-8.366059145086867,204.12139802098181,1500.0
biased_gs,3.0,15.0,500,0,0.12314346182217695,-9.09588641639973,0.003703918806923927,0.13062743855517026,-9.351911491360584,-8.839861341438878,184.7151927332654,1500.0
biased_gs,3.0,16.0,500,0,0.11921702502510698,-9.236617198769519,0.0038061636120927606,0.13865434518305716,-9.508374721628297,-8.964859675910741,178.82553753766047,1500.0
biased_gs,3.0,17.0,500,0,0.11590209402076887,-9.359087175010327,0.003340675665445314,0.12517780801021533,-9.604431170374019,-9.113743179646635,173.8531410311533,1500.0
biased_gs,3.0,18.0,500,0,0.11851438757139798,-9.262289233790057,0.0037359824152056026,0.13690460547955877,-9.530617329847656,-8.993961137732457,177.77158135709698,1500.0
biased_gs,3.0,19.0,500,0,0.11584528244377418,-9.36121647246065,0.003406215535713524,0.12769623243410835,-9.611496488992959,-9.110936455928343,173.76792366566127,1500.0
biased_gs,3.0,20.0,500,0,0.11667483926387755,-9.330227887445773,0.003492197971212428,0.1299888063424862,-9.585001266270398,-9.075454508621148,175.01225889581633,1500.0
biased_gs,3.0,21.0,500,0,0.10738094306996801,-9.690727861775432,0.0032097724701670724,0.1298169332569771,-9.945164375542547,-9.436291348008318,161.07141460495203,1500.0
biased_gs,3.0,22.0,500,0,0.1069544806156167,-9.708010169280996,0.0032390199563280073,0.13152216585140153,-9.965788877518447,-9.450231461043545,160.43172092342505,1500.0
biased_gs,3.0,23.0,500,0,0.10720298292543301,-9.697931302213075,0.002921355990483004,0.1183482727550841,-9.929889654445562,-9.465972949980587,160.80447438814952,1500.0
biased_gs,3.0,24.0,500,0,0.10554573467586399,-9.765593127510677,0.0029768870279078584,0.12249150696995431,-10.005672069583824,-9.52551418543753,158.31860201379598,1500.0
biased_gs,3.0,25.0,500,0,0.10373077131530514,-9.840923927905024,0.002992610992288527,0.12529304698635352,-10.08649378751156,-9.595354068298487,155.59615697295771,1500.0
cui_crlb,3.0,0.0,500,0,0.11626729746103599,-9.34542422239775,0.0004240242905977044,0.01583862475699476,-9.376467356486105,-9.314381088309394,174.400946191554,1500.0
cui_crlb,3.0,1.0,500,0,0.11483282966657987,-9.399339333251161,0.0004564112627418068,0.017261343595101664,-9.433170945022331,-9.365507721479991,172.2492444998698,1500.0
cui_crlb,3.0,2.0,500,0,0.11321606653400443,-9.460919378832545,0.0004059067305003165,0.01557049795319741,-9.491436994042166,-9.430401763622923,169.82409980100664,1500.0
cui_crlb,3.0,3.0,500,0,0.11202343009008818,-9.506911336277216,0.0003828722466320128,0.014843261258154994,-9.53600359375632,-9.477819078798113,168.03514513513227,1500.0
cui_crlb,3.0,4.0,500,0,0.10928817245311742,-9.614268363694919,0.00034397961578073636,0.013669223820616028,-9.641059550079943,-9.587477177309895,163.93225867967612,1500.0
cui_crlb,3.0,5.0,500,0,0.10742015431914877,-9.689142280552257,0.00031844309517617257,0.012874500126327846,-9.714375837118816,-9.6639087239857,161.13023147872315,1500.0
cui_crlb,3.0,6.0,500,0,0.10616694958303985,-9.740106607278285,0.0002996544104286958,0.01225788792446801,-9.764131626136772,-9.716081588419799,159.25042437455977,1500.0
cui_crlb,3.0,7.0,500,0,0.10344198840846741,-9.853031398433885,0.00026320083039999746,0.011050316223978906,-9.874689620250662,-9.831373176617108,155.16298261270111,1500.0
cui_crlb,3.0,8.0,500,0,0.10300453668164353,-9.871436470189558,0.0002814281007081459,0.011865756123714667,-9.894692924841374,-9.848180015537741,154.5068050224653,1500.0
cui_crlb,3.0,9.0,500,0,0.10036126837642913,-9.984338586626953,0.00023227118666911055,0.010051098028889215,-10.004038376768657,-9.964638796485248,150.5419025646437,1500.0
