experiment,config_fingerprint,track,trial,snr_db,rsr_db,N,K,P,modulation,algorithm,metric,value,error_energy,true_energy,expected_symbol_energy,bit_errors,bit_count,status,error_type,error_message,master_seed,sigma2,alpha_b_abs,max_iter
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,11,12,36,3,1,16-QAM,em_gs,detection_nmse,0.030037643755508003,0.090112931266524005,,3,,,ok,,,20260818,0.23829847041728441,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,11,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.012369926421521264,0.03710977926456379,,3,,,ok,,,20260818,0.23829847041728441,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,11,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.014864007607588511,0.044592022822765531,,3,,,ok,,,20260818,0.23829847041728441,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,12,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.012292082886514047,0.036876248659542143,,3,,,ok,,,20260818,0.18928720334405799,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,12,12,36,3,1,16-QAM,em_gs,detection_nmse,0.010648513307672533,0.031945539923017602,,3,,,ok,,,20260818,0.18928720334405799,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,12,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.0049709936631216331,0.014912980989364898,,3,,,ok,,,20260818,0.18928720334405799,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,0,12,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.011385435715661011,0.034156307146983034,,3,,,ok,,,20260818,0.18928720334405799,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-5,12,36,3,1,16-QAM,biased_gs,detection_nmse,2.923757660086165,8.7712729802584946,,3,,,ok,,,20260818,9.4868329805051381,3.9810717055349722,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-5,12,36,3,1,16-QAM,em_gs,detection_nmse,1.3695052431104513,4.1085157293313541,,3,,,ok,,,20260818,9.4868329805051381,3.9810717055349722,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-5,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.61231475581306605,1.8369442674391983,,3,,,ok,,,20260818,9.4868329805051381,3.9810717055349722,50
